"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"Novel Influenza A (H1N1v)_United States_2020","Novel Influenza A (H1N1v)","2020-09-27","2021-10-30","United States",8,"8","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H1N2)_Sweden_2018","Novel Influenza A (H1N2)","2018-12-20","2018-12-31","",1,"1","","","Sweden Folkhalsorapportering Influensarapport"
"Novel Influenza A (H1N2)_Sweden_2018","Novel Influenza A (H1N2)","2018-12-20","2018-12-31","Sweden",1,"1","","","Sweden Folkhalsorapportering Influensarapport"
"Novel Influenza A (H1N2v)_Brazil_2015","Novel Influenza A (H1N2v)","2015-01-01","2015-12-31","",1,"1","","","WHO DON"
"Novel Influenza A (H1N2v)_Brazil_2015","Novel Influenza A (H1N2v)","2015-01-01","2015-12-31","Brazil",1,"1","","","WHO DON"
"Novel Influenza A (H1N2v)_Brazil_2020a","Novel Influenza A (H1N2v)","2020-04-12","2020-07-09","",2,"1","","","WHO DON"
"Novel Influenza A (H1N2v)_Brazil_2020a","Novel Influenza A (H1N2v)","2020-04-12","2020-07-09","Brazil",2,"1","","","WHO DON"
"Novel Influenza A (H1N2v)_Brazil_2020b","Novel Influenza A (H1N2v)","2020-11-16","2020-11-16","",1,"1","0","","WHO DON"
"Novel Influenza A (H1N2v)_Brazil_2020b","Novel Influenza A (H1N2v)","2020-11-16","2020-11-16","Brazil",1,"1","0","","WHO DON"
"Novel Influenza A (H1N2v)_Canada_2020","Novel Influenza A (H1N2v)","2020-10-10","2020-10-20","",1,"1","0","","Government of Alberta Government News"
"Novel Influenza A (H1N2v)_Canada_2020","Novel Influenza A (H1N2v)","2020-10-10","2020-10-20","Canada",1,"1","0","","Government of Alberta Government News"
"Novel Influenza A (H1N2v)_Denmark_2019","Novel Influenza A (H1N2v)","2019-01-01","2019-12-31","",1,"1","","","ECDC Communicable Disease Threats Report"
"Novel Influenza A (H1N2v)_Denmark_2019","Novel Influenza A (H1N2v)","2019-01-01","2019-12-31","Denmark",1,"1","","","ECDC Communicable Disease Threats Report"
"Novel Influenza A (H1N2v)_Netherlands_2018","Novel Influenza A (H1N2v)","2018-03-01","2018-03-10","",1,"1","0","","WHO DON"
"Novel Influenza A (H1N2v)_Netherlands_2018","Novel Influenza A (H1N2v)","2018-03-01","2018-03-10","Netherlands",1,"1","0","","WHO DON"
"Novel Influenza A (H1N2v)_United States_2018","Novel Influenza A (H1N2v)","2018-07-29","2018-08-25","",13,"13","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H1N2v)_United States_2018","Novel Influenza A (H1N2v)","2018-07-29","2018-08-25","United States",13,"13","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H1N2v)_United States_2020","Novel Influenza A (H1N2v)","2021-01-01","2021-10-30","",4,"4","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H1N2v)_United States_2020","Novel Influenza A (H1N2v)","2021-01-01","2021-10-30","United States",4,"4","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_Australia_2018","Novel Influenza A (H3N2v)","2018-09-05","2018-09-05","",1,"1","0","","WHO Influenza at the human-animal interface"
"Novel Influenza A (H3N2v)_Australia_2018","Novel Influenza A (H3N2v)","2018-09-05","2018-09-05","Australia",1,"1","0","","WHO Influenza at the human-animal interface"
"Novel Influenza A (H3N2v)_Canada_2016","Novel Influenza A (H3N2v)","2016-12-11","2016-12-17","",1,"1","","","PHAC FluWatch"
"Novel Influenza A (H3N2v)_Canada_2016","Novel Influenza A (H3N2v)","2016-12-11","2016-12-17","Canada",1,"1","","","PHAC FluWatch"
"Novel Influenza A (H3N2v)_United States_2017","Novel Influenza A (H3N2v)","2017-02-01","2017-12-09","",62,"62","0","","CDC"
"Novel Influenza A (H3N2v)_United States_2017","Novel Influenza A (H3N2v)","2017-02-01","2017-12-09","United States",62,"62","0","","CDC"
"Novel Influenza A (H3N2v)_United States_2018","Novel Influenza A (H3N2v)","2018-06-24","2018-06-30","",1,"1","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_United States_2018","Novel Influenza A (H3N2v)","2018-06-24","2018-06-30","United States",1,"1","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_United States_2019","Novel Influenza A (H3N2v)","2020-07-25","2020-07-25","",1,"1","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_United States_2019","Novel Influenza A (H3N2v)","2020-07-25","2020-07-25","United States",1,"1","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_United States_2020","Novel Influenza A (H3N2v)","2021-01-01","2021-09-04","",2,"2","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H3N2v)_United States_2020","Novel Influenza A (H3N2v)","2021-01-01","2021-09-04","United States",2,"2","0","","CDC Weekly US Influenza Surveillance Report"
"Novel Influenza A (H5N1)_Bangladesh_2015","Novel Influenza A (H5N1)","2015-10-01","2015-10-12","",1,"1","0","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H5N1)_Bangladesh_2015","Novel Influenza A (H5N1)","2015-10-01","2015-10-12","Bangladesh",1,"1","0","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H5N1)_China_2015a","Novel Influenza A (H5N1)","2015-01-14","2015-03-23","",5,"5","1","1","WHO HAI"
"Novel Influenza A (H5N1)_China_2015a","Novel Influenza A (H5N1)","2015-01-14","2015-03-23","China",5,"5","1","1","WHO HAI"
"Novel Influenza A (H5N1)_China_2015b","Novel Influenza A (H5N1)","2015-12-27","2015-12-27","",1,"1","","","WHO HAI"
"Novel Influenza A (H5N1)_China_2015b","Novel Influenza A (H5N1)","2015-12-27","2015-12-27","China",1,"1","","","WHO HAI"
"Novel Influenza A (H5N1)_Egypt_2016","Novel Influenza A (H5N1)","2016-02-24","2016-07-31","",10,"10","3","3","WHO HAI"
"Novel Influenza A (H5N1)_Egypt_2016","Novel Influenza A (H5N1)","2016-02-24","2016-07-31","Egypt",10,"10","3","3","WHO HAI"
"Novel Influenza A (H5N1)_Egypt_2017","Novel Influenza A (H5N1)","2017-02-02","2017-04-08","",3,"3","1","1","WHO HAI"
"Novel Influenza A (H5N1)_Egypt_2017","Novel Influenza A (H5N1)","2017-02-02","2017-04-08","Egypt",3,"3","1","1","WHO HAI"
"Novel Influenza A (H5N1)_Indonesia_2015","Novel Influenza A (H5N1)","2015-03-11","2015-03-26","",2,"2","2","2","WHO HAI"
"Novel Influenza A (H5N1)_Indonesia_2015","Novel Influenza A (H5N1)","2015-03-11","2015-03-26","Indonesia",2,"2","2","2","WHO HAI"
"Novel Influenza A (H5N1)_Indonesia_2017","Novel Influenza A (H5N1)","2017-09-01","2017-09-10","",1,"1","1","1","WHO HAI"
"Novel Influenza A (H5N1)_Indonesia_2017","Novel Influenza A (H5N1)","2017-09-01","2017-09-10","Indonesia",1,"1","1","1","WHO HAI"
"Novel Influenza A (H5N1)_Laos_2020","Novel Influenza A (H5N1)","2020-10-13","2020-10-13","",1,"1","0","","Taiwan CDC Press Releases"
"Novel Influenza A (H5N1)_Laos_2020","Novel Influenza A (H5N1)","2020-10-13","2020-10-13","Laos",1,"1","0","","Taiwan CDC Press Releases"
"Novel Influenza A (H5N1)_Nepal_2019","Novel Influenza A (H5N1)","2019-03-17","2019-03-29","",1,"1","1","1","WHO Influenza at the human-animal interface"
"Novel Influenza A (H5N1)_Nepal_2019","Novel Influenza A (H5N1)","2019-03-17","2019-03-29","Nepal",1,"1","1","1","WHO Influenza at the human-animal interface"
"Novel Influenza A (H5N6)_China_2015a","Novel Influenza A (H5N6)","2015-07-06","2015-07-10","",1,"1","1","1","WHO DON"
"Novel Influenza A (H5N6)_China_2015a","Novel Influenza A (H5N6)","2015-07-06","2015-07-10","China",1,"1","1","1","WHO DON"
"Novel Influenza A (H5N6)_China_2015b","Novel Influenza A (H5N6)","2015-12-12","2016-05-23","",10,"10","1","1","WHO DON"
"Novel Influenza A (H5N6)_China_2015b","Novel Influenza A (H5N6)","2015-12-12","2016-05-23","China",10,"10","1","1","WHO DON"
"Novel Influenza A (H5N6)_China_2016","Novel Influenza A (H5N6)","2016-11-08","2016-11-18","",2,"2","","","WHO DON"
"Novel Influenza A (H5N6)_China_2016","Novel Influenza A (H5N6)","2016-11-08","2016-11-18","China",2,"2","","","WHO DON"
"Novel Influenza A (H5N6)_China_2017","Novel Influenza A (H5N6)","2017-11-20","2018-01-05","",2,"2","","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H5N6)_China_2017","Novel Influenza A (H5N6)","2017-11-20","2018-01-05","China",2,"2","","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H5N6)_China_2018","Novel Influenza A (H5N6)","2018-08-19","2018-11-23","",4,"4","1","1","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N6)_China_2018","Novel Influenza A (H5N6)","2018-08-19","2018-11-23","China",4,"4","1","1","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N6)_China_2019","Novel Influenza A (H5N6)","2019-08-19","2019-08-19","",1,"1","","","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N6)_China_2019","Novel Influenza A (H5N6)","2019-08-19","2019-08-19","China",1,"1","","","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N6)_China_2020","Novel Influenza A (H5N6)","2020-11-12","2021-12-15","",33,"33","7","7","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N6)_China_2020","Novel Influenza A (H5N6)","2020-11-12","2021-12-15","China",33,"33","7","7","HK CHP Avian Influenza Report"
"Novel Influenza A (H5N8)_Russia_2020","Novel Influenza A (H5N8)","2020-12-11","2021-02-18","",7,"7","","","WHO DON"
"Novel Influenza A (H5N8)_Russia_2020","Novel Influenza A (H5N8)","2020-12-11","2021-02-18","Russia",7,"7","","","WHO DON"
"Novel Influenza A (H7N2)_United States_2016","Novel Influenza A (H7N2)","2016-12-22","2016-12-22","",1,"1","0","","CDC"
"Novel Influenza A (H7N2)_United States_2016","Novel Influenza A (H7N2)","2016-12-22","2016-12-22","United States",1,"1","0","","CDC"
"Novel Influenza A (H7N4)_China_2017","Novel Influenza A (H7N4)","2017-12-25","2017-12-25","",1,"1","0","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H7N4)_China_2017","Novel Influenza A (H7N4)","2017-12-25","2017-12-25","China",1,"1","0","","Hong Kong Centre for Health Protection"
"Novel Influenza A (H7N9)_China_2015","Novel Influenza A (H7N9)","2015-10-01","2016-09-20","",125,"125","44","44","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2015","Novel Influenza A (H7N9)","2015-10-01","2016-09-20","China",122,"122","44","44","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2015","Novel Influenza A (H7N9)","2016-02-08","2016-04-06","Hong Kong",3,"3","0","0","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2016","Novel Influenza A (H7N9)","2016-10-06","2017-09-20","",819,"819","305","305","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2016","Novel Influenza A (H7N9)","2016-10-06","2017-09-20","China",811,"811","304","304","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2016","Novel Influenza A (H7N9)","2016-12-08","2017-03-03","Hong Kong",5,"5","1","1","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2016","Novel Influenza A (H7N9)","2016-12-14","2017-01-08","Macao",2,"2","0","0","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2016","Novel Influenza A (H7N9)","2017-01-23","2017-01-23","Taiwan",1,"1","0","0","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2017","Novel Influenza A (H7N9)","2017-12-01","2018-06-17","",3,"3","3","3","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2017","Novel Influenza A (H7N9)","2017-12-01","2018-06-17","China",3,"3","3","3","Multisource Fusion"
"Novel Influenza A (H7N9)_China_2018","Novel Influenza A (H7N9)","2018-09-30","2019-09-28","",1,"1","","","HK CHP Avian Influenza Report"
"Novel Influenza A (H7N9)_China_2018","Novel Influenza A (H7N9)","2018-09-30","2019-09-28","China",1,"1","","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2015","Novel Influenza A (H9N2)","2015-02-04","2015-02-04","",1,"1","","","WHO HAI"
"Novel Influenza A (H9N2)_China_2015","Novel Influenza A (H9N2)","2015-02-04","2015-02-04","China",1,"1","","","WHO HAI"
"Novel Influenza A (H9N2)_China_2016a","Novel Influenza A (H9N2)","2016-02-01","2016-10-03","",2,"2","1","1","WHO HAI"
"Novel Influenza A (H9N2)_China_2016a","Novel Influenza A (H9N2)","2016-02-01","2016-10-03","China",2,"2","1","1","WHO HAI"
"Novel Influenza A (H9N2)_China_2016b","Novel Influenza A (H9N2)","2016-06-10","2017-04-28","",8,"8","","","WHO HAI"
"Novel Influenza A (H9N2)_China_2016b","Novel Influenza A (H9N2)","2016-06-10","2017-04-28","China",8,"8","","","WHO HAI"
"Novel Influenza A (H9N2)_China_2017","Novel Influenza A (H9N2)","2017-09-18","2018-02-13","",5,"5","0","","WHO HAI"
"Novel Influenza A (H9N2)_China_2017","Novel Influenza A (H9N2)","2017-09-18","2018-02-13","China",5,"5","0","","WHO HAI"
"Novel Influenza A (H9N2)_China_2018","Novel Influenza A (H9N2)","2018-07-21","2019-03-15","",7,"7","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2018","Novel Influenza A (H9N2)","2018-07-21","2019-03-15","China",7,"7","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2019","Novel Influenza A (H9N2)","2019-10-26","2019-11-12","",2,"2","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2019","Novel Influenza A (H9N2)","2019-10-26","2019-11-12","China",2,"2","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2020","Novel Influenza A (H9N2)","2020-01-28","2021-12-28","",42,"42","1","1","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_China_2020","Novel Influenza A (H9N2)","2020-01-28","2021-12-28","China",42,"42","1","1","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_Hong Kong_2020","Novel Influenza A (H9N2)","2020-02-04","2020-02-04","",1,"1","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_Hong Kong_2020","Novel Influenza A (H9N2)","2020-02-04","2020-02-04","Hong Kong",1,"1","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_India_2019","Novel Influenza A (H9N2)","2019-01-31","2019-02-12","",2,"1","0","","Emerging Infectious Diseases"
"Novel Influenza A (H9N2)_India_2019","Novel Influenza A (H9N2)","2019-01-31","2019-02-12","India",2,"1","0","","Emerging Infectious Diseases"
"Novel Influenza A (H9N2)_Oman_2019","Novel Influenza A (H9N2)","2019-03-17","2019-03-17","",1,"1","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_Oman_2019","Novel Influenza A (H9N2)","2019-03-17","2019-03-17","Oman",1,"1","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_Senegal_2019","Novel Influenza A (H9N2)","2019-02-01","2019-02-28","",1,"1","0","","HK CHP Avian Influenza Report"
"Novel Influenza A (H9N2)_Senegal_2019","Novel Influenza A (H9N2)","2019-02-01","2019-02-28","Senegal",1,"1","0","","HK CHP Avian Influenza Report"
"Orientia tsutsugamushi_Nepal_2019","Orientia tsutsugamushi","2019-06-08","2019-09-08","",300,"","","","Media"
"Orientia tsutsugamushi_Nepal_2019","Orientia tsutsugamushi","2019-06-08","2019-09-08","Nepal",300,"","","","Media"
"Oropouche virus_French Guiana_2020","Oropouche virus","2020-08-11","2020-09-25","",37,"7","","","WHO DON"
"Oropouche virus_French Guiana_2020","Oropouche virus","2020-08-11","2020-09-25","French Guiana",37,"7","","","WHO DON"
"Oropouche virus_Peru_2016","Oropouche virus","2016-01-01","2016-03-31","",177,"120","","","WHO DON"
"Oropouche virus_Peru_2016","Oropouche virus","2016-01-01","2016-03-31","Peru",177,"120","","","WHO DON"
"Plasmodium falciparum_Cape Verde_2017","Plasmodium falciparum","2017-01-27","2018-02-20","",450,"388","2","1","WHO AFRO Region Situation Reports"
"Plasmodium falciparum_Cape Verde_2017","Plasmodium falciparum","2017-01-27","2018-02-20","Cape Verde",450,"388","2","1","WHO AFRO Region Situation Reports"
"Plasmodium falciparum_Dominican Republic_2019","Plasmodium falciparum","2018-12-30","2019-12-28","",1302,"1302","4","4","Dominican Republic MSP Boletines Semanales"
"Plasmodium falciparum_Dominican Republic_2019","Plasmodium falciparum","2018-12-30","2019-12-28","Dominican Republic",1302,"1302","4","4","Dominican Republic MSP Boletines Semanales"
"Plasmodium falciparum_Dominican Republic_2020","Plasmodium falciparum","2019-12-29","2021-01-02","",822,"822","2","2","Dominican Republic MSP Boletines Semanales"
"Plasmodium falciparum_Dominican Republic_2020","Plasmodium falciparum","2019-12-29","2021-01-02","Dominican Republic",822,"822","2","2","Dominican Republic MSP Boletines Semanales"
"Plasmodium falciparum_Germany_2019_FRA Outbreak","Plasmodium falciparum","2019-09-27","2019-10-11","",2,"2","","","Eurosurveillance"
"Plasmodium falciparum_Germany_2019_FRA Outbreak","Plasmodium falciparum","2019-09-27","2019-10-11","Germany",2,"2","","","Eurosurveillance"
"Plasmodium falciparum_Suriname_2019","Dengue virus","2019-01-01","2020-05-10","",127,"","","","PAHO Epidemiological Alerts"
"Plasmodium falciparum_Suriname_2019","Dengue virus","2019-01-01","2020-05-10","Suriname",127,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Angola_2017","Plasmodium sp.","2017-01-01","2017-09-30","",466972,"","","","WHO AFRO Region Situation Reports"
"Plasmodium sp._Angola_2017","Plasmodium sp.","2017-01-01","2017-09-30","Angola",466972,"","","","WHO AFRO Region Situation Reports"
"Plasmodium sp._Brazil_2017","Plasmodium sp.","2017-01-01","2017-11-30","",174522,"","","","Multisource Fusion"
"Plasmodium sp._Brazil_2017","Plasmodium sp.","2017-01-01","2017-11-30","Brazil",174522,"","","","Multisource Fusion"
"Plasmodium sp._Burundi_2017","Plasmodium sp.","2017-01-01","2017-10-30","",6449927,"","2836","","WHO AFRO Region Situation Reports"
"Plasmodium sp._Burundi_2017","Plasmodium sp.","2017-01-01","2017-10-30","Burundi",6449927,"","2836","","WHO AFRO Region Situation Reports"
"Plasmodium sp._Burundi_2019","Plasmodium sp.","2019-01-01","2019-12-29","",8892300,"","3294","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium sp._Burundi_2019","Plasmodium sp.","2019-01-01","2019-12-29","Burundi",8892300,"","3294","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium sp._Chad_2020","Plasmodium sp.","2020-01-01","2020-09-13","",1711258,"571258","2648","1280","UN OCHA Chad Situation Report"
"Plasmodium sp._Chad_2020","Plasmodium sp.","2020-01-01","2020-09-13","Chad",1711258,"571258","2648","1280","UN OCHA Chad Situation Report"
"Plasmodium sp._Colombia_2019","Plasmodium sp.","2018-12-30","2019-10-19","",64614,"64614","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Colombia_2019","Plasmodium sp.","2018-12-30","2019-10-19","Colombia",64614,"64614","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Costa Rica_2019","Plasmodium sp.","2018-12-30","2019-11-02","",67,"","","","Costa Rica MOH Analisis de Situacion de Salud"
"Plasmodium sp._Costa Rica_2019","Plasmodium sp.","2018-12-30","2019-11-02","Costa Rica",67,"","","","Costa Rica MOH Analisis de Situacion de Salud"
"Plasmodium sp._Democratic Republic of the Congo_2019","Plasmodium sp.","2018-12-30","2019-12-31","",18836175,"","18531","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium sp._Democratic Republic of the Congo_2019","Plasmodium sp.","2018-12-30","2019-12-31","Democratic Republic of the Congo",18836175,"","18531","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium sp._Ecuador_2018","Plasmodium sp.","2017-12-31","2018-12-29","",1718,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Ecuador_2018","Plasmodium sp.","2017-12-31","2018-12-29","Ecuador",1718,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Ecuador_2019","Plasmodium sp.","2018-12-30","2019-10-19","",1875,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Ecuador_2019","Plasmodium sp.","2018-12-30","2019-10-19","Ecuador",1875,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Nicaragua_2018","Plasmodium sp.","2017-12-31","2018-10-13","",10988,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Nicaragua_2018","Plasmodium sp.","2017-12-31","2018-10-13","Nicaragua",10988,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Nicaragua_2019","Plasmodium sp.","2019-01-01","2019-10-12","",9358,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Nicaragua_2019","Plasmodium sp.","2019-01-01","2019-10-12","Nicaragua",9358,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Panama_2019","Plasmodium sp.","2018-12-30","2019-10-19","",1386,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Panama_2019","Plasmodium sp.","2018-12-30","2019-10-19","Panama",1386,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Uganda_2020","Plasmodium sp.","2019-12-30","2021-01-03","",9329304,"","","","Uganda Ministry of Health Malaria Weekly Status Report"
"Plasmodium sp._Uganda_2020","Plasmodium sp.","2019-12-30","2021-01-03","Uganda",9329304,"","","","Uganda Ministry of Health Malaria Weekly Status Report"
"Plasmodium sp._Venezuela_2019","Plasmodium sp.","2018-12-30","2019-10-19","",326659,"","100","","PAHO Epidemiological Alerts"
"Plasmodium sp._Venezuela_2019","Plasmodium sp.","2019-01-01","2019-06-30","Brazil",1370,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Venezuela_2019","Plasmodium sp.","2018-12-30","2019-10-19","Colombia",1885,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Venezuela_2019","Plasmodium sp.","2018-12-30","2019-10-05","Peru",12,"","","","PAHO Epidemiological Alerts"
"Plasmodium sp._Venezuela_2019","Plasmodium sp.","2018-12-30","2019-10-12","Venezuela",323392,"","100","","PAHO Epidemiological Alerts"
"Plasmodium sp._Zimbabwe_2017","Plasmodium sp.","2017-01-27","2017-03-27","",89261,"","151","","Multisource Fusion"
"Plasmodium sp._Zimbabwe_2017","Plasmodium sp.","2017-01-27","2017-03-27","Zimbabwe",89261,"","151","","Multisource Fusion"
"Plasmodium sp._Zimbabwe_2020","Plasmodium sp.","2020-04-06","2020-07-19","",358637,"","361","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium sp._Zimbabwe_2020","Plasmodium sp.","2020-04-06","2020-07-19","Zimbabwe",358637,"","361","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Plasmodium vivax_Mexico_2017","Plasmodium vivax","2017-01-08","2017-12-30","",715,"715","","","Mexico Ministry of Health"
"Plasmodium vivax_Mexico_2017","Plasmodium vivax","2017-01-08","2017-12-30","Mexico",715,"715","","","Mexico Ministry of Health"
"Powassan virus_United States_2017","Powassan virus","2017-05-28","2017-12-30","",30,"","","","Morbidity and Mortality Weekly Report"
"Powassan virus_United States_2017","Powassan virus","2017-05-28","2017-12-30","United States",30,"","","","Morbidity and Mortality Weekly Report"
"Powassan virus_United States_2019","Powassan virus","2019-01-01","2019-12-28","",31,"","","","CDC National Notifiable Infectious Diseases"
"Powassan virus_United States_2019","Powassan virus","2019-01-01","2019-12-28","United States",31,"","","","CDC National Notifiable Infectious Diseases"
"Pseudomonas aeruginosa_Mexico_2015","Pseudomonas aeruginosa","2015-01-01","2019-01-24","",20,"16","1","","WHO DON"
"Pseudomonas aeruginosa_Mexico_2015","Pseudomonas aeruginosa","2015-01-01","2019-01-24","Mexico",20,"16","1","","WHO DON"
"Rabies virus_China_2015","Rabies virus","2015-01-01","2015-12-31","",828,"","770","","National Health and Family Planning Commission of the PRC"
"Rabies virus_China_2015","Rabies virus","2015-01-01","2015-12-31","China",828,"","770","","National Health and Family Planning Commission of the PRC"
"Rabies virus_China_2016","Rabies virus","2016-01-01","2016-03-31","",133,"","123","","National Health and Family Planning Commission of the PRC"
"Rabies virus_China_2016","Rabies virus","2016-01-01","2016-03-31","China",133,"","123","","National Health and Family Planning Commission of the PRC"
"Rickettsia conorii_Israel_2017","Rickettsia conorii","2017-01-01","2017-05-31","",11,"","1","","Israel Ministry of Health"
"Rickettsia conorii_Israel_2017","Rickettsia conorii","2017-01-01","2017-05-31","Israel",11,"","1","","Israel Ministry of Health"
"Rickettsia rickettsii_Mexico_2017","Rickettsia rickettsii","2017-01-29","2017-12-30","",182,"182","","","Mexico Ministry of Health"
"Rickettsia rickettsii_Mexico_2017","Rickettsia rickettsii","2017-01-29","2017-12-30","Mexico",182,"182","","","Mexico Ministry of Health"
"Rickettsia rickettsii_Mexico_2018","Rickettsia rickettsii","2018-01-14","2018-12-29","",315,"315","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Rickettsia rickettsii_Mexico_2018","Rickettsia rickettsii","2018-01-14","2018-12-29","Mexico",315,"315","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Rickettsia rickettsii_Mexico_2019","Rickettsia rickettsii","2019-01-13","2019-12-28","",302,"302","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Rickettsia rickettsii_Mexico_2019","Rickettsia rickettsii","2019-01-13","2019-12-28","Mexico",302,"302","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Rickettsia sp._United States_2017","Rickettsia sp.","2017-01-01","2017-12-30","",5567,"197","","","Morbidity and Mortality Weekly Report"
"Rickettsia sp._United States_2017","Rickettsia sp.","2017-01-01","2017-12-30","United States",5567,"197","","","Morbidity and Mortality Weekly Report"
"Rift Valley fever virus_Central African Republic_2019","Rift Valley fever virus","2019-08-05","2019-09-13","",7,"1","0","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Central African Republic_2019","Rift Valley fever virus","2019-08-05","2019-09-13","Central African Republic",7,"1","0","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_China_2016","Rift Valley fever virus","2016-07-14","2016-07-14","",1,"1","","","WHO DON"
"Rift Valley fever virus_China_2016","Rift Valley fever virus","2016-07-14","2016-07-14","China",1,"1","","","WHO DON"
"Rift Valley fever virus_Gambia_2017","Rift Valley fever virus","2017-12-10","2017-12-31","",1,"1","1","1","WHO AFRO Region Situation Reports"
"Rift Valley fever virus_Gambia_2017","Rift Valley fever virus","2017-12-10","2017-12-31","The Gambia",1,"1","1","1","WHO AFRO Region Situation Reports"
"Rift Valley fever virus_Kenya_2018","Rift Valley fever virus","2018-05-11","2018-08-13","",95,"21","11","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Kenya_2018","Rift Valley fever virus","2018-05-11","2018-08-13","Kenya",95,"21","11","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Kenya_2019","Rift Valley fever virus","2019-01-18","2019-03-04","",169,"16","0","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Kenya_2019","Rift Valley fever virus","2019-01-18","2019-03-04","Kenya",169,"16","0","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
